編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
7-29,雞卵糕,geˇ lon^ gooˇ,蛋糕,阿依生日，阿姊討自家做雞卵糕,媽媽生日，姊姊要自己做蛋糕。,,名詞,,7居家生活
7-30,房間,fongˋ geenˇ,房間,阿弟个房間像狗藪个樣,弟弟的房間像狗窩一樣。,,名詞,,7居家生活
7-31,手鎉,shiu^ labˊ,戒指,阿依生日，𠊎人討打手鎉得佢,媽媽生日，我們要訂做戒指給她。,,名詞,,7居家生活
7-32,罐,guan^,瓶；罐,"塑膠罐
酒罐","塑膠罐。
酒瓶。",,名詞,,7居家生活
7-33,故鄉,gu^ hiongˇ,故鄉,高雄係佢个故鄉,高雄是他的故鄉。,,名詞,,7居家生活
7-34,鞋,heˋ,鞋子,一雙高㬹鞋,一雙高跟鞋。,,名詞,,7居家生活
7-35,汽水,ki^ fi^,汽水,啉汽水,喝汽水。,,名詞,,7居家生活
7-36,皮鞋,piˋ heˋ,皮鞋；靴子,一雙皮鞋,一雙皮鞋。,,名詞,,7居家生活
7-37,鞋笐,heˋ gongˋ,雨鞋,落雨天愛著鞋笐,下雨天要穿雨鞋。,,名詞,,7居家生活
7-38,鄉,hiongˇ ,鄉,大湖鄉,大湖鄉。,,名詞,,7居家生活
7-39,起來,ki^ loiˋ,起床,六點愛起來，愛記得哦！,六點要起床，要記得哦！,,動詞,,7居家生活
7-40,鹽,rhiamˋ,鹽巴,鹽囥恁多，毋使錢係無？,鹽放這麼多，不用錢嗎？,,名詞,,7居家生活
7-41,縣,bbien,縣,新竹縣,新竹縣。,,名詞,,7居家生活
7-42,洗浴間,se^ rhu geenˇ,浴室,阿依在洗浴間洗膴身,媽媽在浴室洗澡。,詞彙與例句不同，請確認一樣統一改,名詞,,7居家生活
7-43,油,rhiuˋ,油；油膩 ,"用豬油炒菜較香
食齋个人用火油炒菜
莫食恁油，對身體較好","用豬油炒菜比較香。
吃素的人用花生油炒菜。
不要吃那麼油，對身體比較好。",,名詞,,7居家生活
7-44,酒,ziu^,酒,"啉酒啉到真醉
渟一杯酒","喝酒喝到很醉。
倒一杯酒。",,名詞,,7居家生活
7-45,弇,kem^,罩子（名詞）,"菜囥桌崠，愛用菜弇弇个
雞弇","菜放在桌上，要用餐罩罩住。
雞籠。",,名詞,,7居家生活
7-46,裙,kunˋ,裙子,阿姊買一領長裙，著起來真靚,姊姊買了一件長裙，穿起來很漂亮。,,名詞,,7居家生活
7-47,箸,chi,筷子,𠊎女在學擎箸,我女兒在學使用筷子。,,名詞,,7居家生活
7-48,空,kungˇ,孔（孔洞）,你个褲仰子爛到恁大空？,你的褲子怎麼破得這麼大洞？,,名詞,,7居家生活
7-49,涼水,liongˋ fi^,泛指飲料,愛多啉滾水，毋好直直啉涼水,要多喝白開水，不要一直喝飲料。,,名詞,,7居家生活
7-50,襪,madˊ,襪子,一雙襪,一雙襪子。,,名詞,,7居家生活
7-51,味,bbi,味道（鼻嗅）；菜湯,"你有鼻着麼个味無？
阿依爌个封肉味真香","你有聞到什麼味道嗎？
媽媽熬煮的爌肉味道很香。",,名詞,,7居家生活
7-52,味素,bbi  su^,味道（口嚐）,"這新出个糖，毋知食起來味素仰子？
這菜無囥鹽，食起來無味素","這新出的糖果，不知道吃起來味道如何？
這菜沒放鹽，吃起來沒味道。",,名詞,,7居家生活
7-53,米,mi^,米,買一袋米轉去,買一袋米回去。,,名詞,,7居家生活
7-54,大麵,tai mien,麵條,你當晝討食飯抑係食大麵？,你中午要吃飯還是吃麵？,,名詞,,7居家生活
7-55,麵包,mien bauˇ,麵包,麵包店,麵包店。,,名詞,,7居家生活
7-56,面帕,mien^ pa^,毛巾,一條面帕,一條毛巾。,,名詞,,7居家生活
7-57,眠床,minˋ songˋ,床鋪,一頂眠床,一張床鋪。,,名詞,,7居家生活
7-58,帽,hm,帽子,一頂帽,一頂帽子。,,名詞,,7居家生活
7-59,糜,moiˋ,稀飯,一碗豬肉糜,一碗豬肉粥。,,名詞,,7居家生活
7-60,目鏡,hmˊ giang^,眼鏡,目鏡無提好，跌到必去,眼鏡沒拿好，摔到裂開。,,名詞,,7居家生活
7-61,門,munˋ,門,"這間屋个大門真派頭
這門親事即按講好啊！","這間房子的大門很氣派。
這門親事就這樣說好了。",,名詞,數/量詞,7居家生活
7-62,門口,munˋ keu^,門口,門口尖到真多人，係在排麼个？,門口擠了很多人，是在排什麼隊？,,名詞,,7居家生活
7-63,鬧鐘,nau zhungˇ,鬧鐘,鬧鐘直直鳴真吵，較緊拁佢抑莫！,鬧鐘一直響很吵，快點把它按掉！,,名詞,,7居家生活
7-64,魚肉,mˋ ngiuˊ,魚肉,這魚肉真彈牙,這魚肉很彈牙。,,名詞,,7居家生活
7-65,牙筅,ngaˋ cing^,牙刷,牙筅用恁久，好換一支啊！,牙刷用那麼久，該換一支了！,,名詞,,7居家生活
7-66,日曆,ngidˊ ledˋ,日曆,壁上个日曆愛逐日扯,牆上的日曆要每天撕。,,名詞,,7居家生活
7-67,日,ngidˊ,日子；白天,"入新屋愛擇日
佢个頭路做真大，日過到真無閒
日伸無幾久，你即愛較緊準備
熱天日較長，六點猶光光","搬新家要挑選日子。
他的事業做很大，日子過得很忙碌。
日子剩沒多少，你要快點準備。
夏天白晝比較長，六點了天還亮著。",,名詞,,7居家生活
7-68,艾粄,ngi^ ban^,艾草粄,客人在清明會做艾粄,客家人在清明節會做艾草粄。,,名詞,,7居家生活
7-69,牛乳,ngiuˋ neenˇ,牛奶,阿媽晨早會泡牛乳食,祖母早上會泡牛奶喝。,,名詞,,7居家生活
7-70,肉,ngiuˊ,肉,"羊肉
阿依去豬砧買腰內肉","羊肉。
媽媽去豬肉攤買小里肌肉。",,名詞,,7居家生活
7-71,盤,panˋ,盤子,洗盤,洗盤子。,,名詞,,7居家生活
7-72,泡茶,pau^ caˋ,泡茶,仰子恁有閒？入來泡茶啊！,怎麼那麼有空？進來泡茶啊！,,動詞,,7居家生活
7-73,便所,pen su^,廁所,屋下有兩間便所，真利便,家裡有兩間廁所，很方便。,,名詞,,7居家生活
7-74,膨椅,pong^ rhi^,沙發,一組膨椅,一組沙發。,,名詞,,7居家生活
7-75,膨線衫,pong^ sien^ samˇ,毛線衣,一領膨線衫,一件毛線衣。,,名詞,,7居家生活
7-76,切,ciedˊ,切,"這真韌，切毋會斷！
切做五垤，大家分分个！","這很堅韌，切不斷！
切成五塊，大家分一分！",,動詞,,7居家生活
7-77,衫,samˇ,上衣,阿妹去學校，衫著到真齊正。,妹妹去學校，衣服穿得很整齊。,,名詞,,7居家生活
7-78,衫褲,samˇ ku^,衣服,衫褲爛空，脫落來補補个！,衣服破洞，脫下來補一補！,,名詞,,7居家生活
7-79,三頓,samˇdun^,三餐,一日三頓兩點心，毋肥正怪！,一日三餐兩頓點心，不肥才怪！,,名詞,,7居家生活
7-80,晾衫弓（衫弓）,langˋ samˇ giungˇ (samˇ giungˇ),晾衣架,一組晾衫弓,一組晾衣架。,,名詞,,7居家生活
7-81,洗衫機,se^  samˇ giˇ,洗衣機,洗衫機壞去,洗衣機壞掉了。,,名詞,,7居家生活
7-82,洗浴,se^  rhu,洗澡,洗浴洗歸點鐘,洗澡洗了整整一小時。,,動詞,,7居家生活
7-83,生活,senˇ ua,生活,生活過到真快活,生活過得很寬裕。,,動詞,,7居家生活
7-84,燸火,lungˋ foo^,燒火；將燃料放入使之燃燒起火,"用灶頭燸火煮飯
提樵來燸火","用灶燒火煮飯。
拿木柴來燒火。",,動詞,,7居家生活
7-85,食飯,shiedˋ pon,吃飯,做事喊毋會行，食飯走第一！,做事喊不動，吃飯跑第一！,,動詞,,7居家生活
7-86,食夜,shiedˋ rhia,吃晚飯,今日朋友招食夜，𠊎無在屋下食哦！,今天朋友邀約吃晚飯，我沒在家裡吃喔！,,動詞,,7居家生活
7-87,食早,shiedˋ zoo^,吃早飯,愛食早，做事正有力,要吃早餐，工作才有力氣。,,動詞,,7居家生活
7-88,食當晝,shiedˋ dongˇ zhiu^,吃中飯,飯煮好啊！好食當晝啊！,飯煮好了！該吃中飯了！,,動詞,,7居家生活
7-89,食物,shiedˋ mi ,食物,食物愛好好保存，若係無會生菇發蟲,食物要好好保存，不然會發霉長蟲。,,名詞,,7居家生活
7-90,食茶（啉茶）,shiedˋ caˋ (limˇ caˋ),喝茶,阿賢哥，入來食茶啊！,阿賢哥，進來喝茶啊！,,動詞,,7居家生活
7-91,掃,soo^,掃,泥下仰子掃毋會淨俐？,地板怎麼掃不乾淨？,,動詞,,7居家生活
7-92,掃泥下,soo^ niˋ haˇ,掃地,值日生愛負責掃泥下,值日生要負責掃地。,,動詞,,7居家生活
7-93,索,sooˊ,繩子,"捲索
䌈索","捲繩子。
綁繩子。",,名詞,,7居家生活
7-94,睡,fe,睡；躺,"逐日睡到七晝八晝
你睡佢个脣頭","每天睡到很晚。
你睡他旁邊。",,動詞,,7居家生活
7-95,睡當晝,fe dongˇ zhiu^,睡午覺,阿公無睡當晝个習慣,祖父沒有睡午覺的習慣。,,動詞,,7居家生活
7-96,睡,fe,睡覺,半夜啊，你仰子猶毋睡？,那麼晚了，你怎麼還不睡？,,動詞,,7居家生活
7-97,酸醋,sonˇ cu^,醋,豬腸愛摻酸醋炒，正著味,豬大腸要和醋炒，才對味。,,名詞,,7居家生活
7-98,手錶,shiu^ bioo^,手錶,戴手錶,戴手錶。,,名詞,,7居家生活
7-99,雨衫,bbu^ samˇ,雨衣,著雨衫,穿雨衣。,,名詞,,7居家生活
7-100,水餃,fi^ gauˆ/gioo^,水餃,煠水餃,煮水餃。,,名詞,,7居家生活
7-101,雨鞋,bbu^ heˋ,雨靴,這下雨鞋嘛做到真時行,現在的雨靴也做得很時尚。,,名詞,,7居家生活
7-102,廳下,tenˇ haˇ,客廳,食飽來去廳下泡茶,吃飽去客廳泡茶喝。,,名詞,,7居家生活
7-103,豆腐,teu fu,豆腐,挨豆腐,磨豆腐。,,名詞,,7居家生活
7-104,豆油,teu rhiuˋ,醬油,這豆油傷死鹹啊！,這醬油鹹過頭了！,,名詞,,7居家生活
7-105,豆乳,teu neenˇ,豆漿,晨早時慣勢啉一杯豆乳,早上習慣喝一杯豆漿。,,名詞,,7居家生活
7-106,垃圾,li^ sabˊ,垃圾,毋會用儘採擊垃圾,不能隨便丟垃圾。,,名詞,,7居家生活
7-107,泥下,niˋhaˇ,地板,房間泥下仰子恁屙糟？,房間地板怎麼這麼髒？,,名詞,,7居家生活
7-108,張飯,zhongˇ pon ,盛飯、裝飯,拁屋下人張飯,幫家人添飯。,,動詞,,7居家生活
7-109,電火,teen foo^,電燈,電火毋會著，驚係燒去啊！,電燈不會亮，可能是燒壞了！,,名詞,,7居家生活
7-110,電視,teen shi,電視,阿弟一下課轉來即顧電視,弟弟一下課回家就守著電視。,,名詞,,7居家生活
7-111,櫃拖,kui tooˇ,抽屜,櫃拖淰到關毋會起來,抽屜滿到關不起來。,,名詞,,7居家生活
7-112,梯,toiˇ,梯子,跋恁高，你愛捍梯,爬那麼高，你要扶著梯子！,,名詞,,7居家生活
7-113,樓梯,leuˋ toiˇ,樓梯,細子跋樓梯愛真注意,小孩爬樓梯要很注意。,,名詞,,7居家生活
7-114,湯,tongˇ,湯,提碗公來張湯,拿碗公來裝湯。,,名詞,,7居家生活
7-115,糖,tongˋ,糖,"烏糖
蜂糖","黑糖。
蜂蜜。",,名詞,,7居家生活
7-116,糖,tongˋ,糖果,表妹無愛食糖，愛食梅,表妹不喜歡吃糖果，喜歡吃梅子。,,名詞,,7居家生活
7-117,碗公,bban^ gungˇ,大碗,一大碗公,一大碗。,,名詞,,7居家生活
7-118,屋,bbuˊ,房子,對面新起兩排屋,對面新建了兩排房屋。,,名詞,,7居家生活
7-119,屋下,bbuˊ haˇ,家,"轉屋下
屋下人","回家。
家人。",,名詞,,7居家生活
7-120,搵,bbun^,沾取,"搵豆油
搵泥下","沾醬油。
沾地板（引申為在地上耍賴）。",,動詞,,7居家生活
7-121,線,sien^,線,畫一條線,畫一條線。,,名詞,,7居家生活
7-122,傘,san^,傘,擎傘,撐雨傘。,,名詞,,7居家生活
7-123,紙,zhi^,紙,"一疊紙
燒銀紙得好兄弟","一疊紙。
燒銀紙給好兄弟。",,名詞,,7居家生活
7-124,針,zhimˇ,針,"阿依擎針補衫褲
針線","媽媽拿針縫補衣服。
針線。",,名詞,數/量詞,7居家生活
7-125,灶下,zoo^ haˇ,廚房,阿嫂在灶下煮飯,嫂嫂在廚房煮飯。,,名詞,,7居家生活
7-126,桌,zooˊ,桌子,大家圍在圓桌食飯,大家圍著圓桌吃飯。,,名詞,,7居家生活
7-127,莊下,zongˇ ha,鄉下,莊下人,鄉下人。,,名詞,,7居家生活
7-128,豬肉,zhiˇ ngiuˊ,豬肉,瘦豬肉,精瘦的豬肉。,,名詞,,7居家生活
7-129,薰,funˇ,香菸,毋好直直食薰，對肺毋好,不要一直抽菸，對肺不好。,,名詞,,7居家生活
8-1,老鼠,loo^ chi^,老鼠,老鼠真會降，一擺即降幾下隻,老鼠很會生，一次生好幾隻。,,名詞,,8生物
8-2,牛,ngiuˋ,牛,牛在田底犁田。,牛在田裡犁田。,,名詞,,8生物
8-3,虎,fu^,老虎,老虎走出來啊！大家驚到討死！,老虎跑出來了！大家嚇得要命。,,名詞,,8生物
8-4,兔子（兔）,tu^ zu^ (tu^) ,兔子,,,,名詞,,8生物
8-5,蛇,shaˋ,蛇,遐尾蛇真大尾，真得人驚,那條蛇很大尾，非常可怕！,,名詞,,8生物
8-6,馬,maˇ,馬,騎馬,騎馬。,,名詞,,8生物
8-7,羊,rhiongˋ,羊,,,,名詞,,8生物
8-8,雞,geˇ,雞,阿依在灶下煠雞,媽媽在廚房燙雞肉。,,名詞,,8生物
8-9,狗,geu^,狗,阿姨送𠊎一隻烏色个狗,阿姨送我一隻黑色的狗。,,名詞,,8生物
8-10,豬,zhiˇ,豬,"供豬
成過真多人在屋脣供豬","餵豬。
以前很多人在房屋旁邊養豬。",,名詞,,8生物
8-11,鴨,abˊ,鴨,拜公媽毋會用用鴨，因為佢嘴扁扁,拜祖先不能拜鴨子，因為嘴巴扁扁的。,,名詞,,8生物
8-12,鳥,deeu^,鳥,一藪鳥,一窩鳥。,,名詞,,8生物
8-13,貓,ngiau^,貓,"貓在屋崠面上睡
貓徙藪","貓在屋頂上睡覺。
貓搬家。",,名詞,,8生物
8-14,魚,mˋ,魚,阿怙今日釣着十外尾魚,爸爸今天釣到十多條魚。,,名詞,,8生物
8-15,蟲,chungˋ,蟲,,,,名詞,,8生物
8-16,竻角蟲,needˊ gooˊ chungˋ,毛毛蟲,樹崠有竻角蟲，阿妹足驚个,樹上有毛毛蟲，妹妹很怕。,,名詞,,8生物
8-17,水蟻,fi^ ngi^,水蟻,落雨天，水蟻滿哪位飛,下雨天，水蟻到處飛。,,名詞,,8生物
8-18,蜜蜂,medˋ pungˇ,蜜蜂,蜜蜂真認真,蜜蜂很勤奮。,,名詞,,8生物
8-19,黃蚻,bbongˋ cadˋ,蟑螂,,,,名詞,,8生物
8-20,葉,rhiabˋ,葉子,泥下有一皮葉,地上有一片葉子。,,名詞,,8生物
8-21,花,faˇ,花,花園內底个花開到真靚,花園裡的花開得很美。,,名詞,,8生物
8-22,草,coo^,草,草生到恁長，有閒去挷挷个！,草長那麼長，有空去拔一拔！,,名詞,,8生物
8-23,番麥,fanˇ ma,玉米,番麥食起來真甜,玉米吃起來很甜。,,名詞,,8生物
8-24,茄,kiooˋ,茄子,,,,名詞,,8生物
8-25,地豆,ti teu,花生,地豆真香,花生很香。,,名詞,,8生物
8-26,苦瓜,ku^ guaˇ,苦瓜,,,,名詞,,8生物
8-27,柑子,gamˇ zu^,橘子,,,,名詞,,8生物
8-28,弓蕉,giungˇ ziooˇ,香蕉,一弓弓蕉,一串香蕉。,,名詞,,8生物
8-29,蘋果,pinˋ goo^,蘋果,食蘋果,吃蘋果。,,名詞,,8生物
8-30,西瓜,siˇ guaˇ,西瓜,西瓜切做一㼓一㼓,西瓜切成一片一片。,,名詞,,8生物
8-31,果子,goo^ zu^,水果,,,,名詞,,8生物
8-32,角,gooˊ,動物頭上或鼻前長出的角,"牛角。
羊角。","牛角。
羊角。",,名詞,,8生物
8-33,卵,lon^,蛋,鳥卵,鳥蛋。,,名詞,,8生物
8-34,翼,rhidˋ,翅膀,這隻鳥个翼著傷，飛毋會起來,這隻鳥的翅膀受傷，飛不起來。,,名詞,,8生物
8-35,動物,tung bbudˋ ,動物,有个動物真得人惜,有些動物很可愛。,,名詞,,8生物
8-36,白菜,pa coi^,小白菜,,,,名詞,,8生物
8-37,禾,bbooˋ,稻子,田底有真多禾,田裡有很多稻子。,,名詞,,8生物
8-38,竹,zhuˊ,竹子,剁竹,砍竹子。,,名詞,,8生物
8-39,樹,shi,樹；木頭,"種兩頭樹
這張凳係樹做个","種兩棵樹。
這椅子是木頭做的。",,名詞,,8生物
8-40,種,zhung^,種子；種類,"菜種
這會用留落來做種
鉛筆盒有恁多種，你自家擇！","菜種子。
這可以留起來當種子。
鉛筆盒有很多種，你自己挑！",,名詞,,8生物
8-41,聲,shangˇ,聲音,佢个聲真軟柔，聽着得人心情真好！,他的聲音很溫柔，聽了讓人心情很好。,,名詞,數/量詞,8生物
9-1,暗,am^,晚；黑暗、不明亮,"仰子恁暗猶毋知好轉？
真暗啊！好睡啊！
失電啊！內底暗暗！","怎麼這麼晚了還不回家？
這麼晚了！該睡了！
停電了！裡面暗暗的。",,形容詞,,9自然與景觀
9-2,吹,cheˇ,吹,"衫褲吹風真快燥
頭那毛愛吹得佢燥","衣服吹風很快就乾。
頭髮要吹乾。",,動詞,,9自然與景觀
9-3,出日頭,chidˊ ngidˊ teuˋ,出太陽,外頭出日頭，真燒暖,外面出太陽，很暖和。,,動詞,,9自然與景觀
9-4,春天,chinˇ teenˇ,春天,,,,名詞,,9自然與景觀
9-5,火,foo^,火,隔壁火燒屋，真得人驚,隔壁火燒房子，很可怕。,,名詞,,9自然與景觀
9-6,風,fungˇ,風；氣,"起風啊！加著領外衫，無即會寒着哦！
車輪騎起來無風，毋知得麼个劖着？","起風了！穿件外套，不然會感冒哦！
輪胎漏氣，不知道被什麼刺到。",,名詞,,9自然與景觀
9-7,好天,hoo^ teenˇ,晴天,外頭恁好天,外面天氣很好。,,形容詞,,9自然與景觀
9-8,溪,keˇ,河,落大雨，溪水淰出來啊！,下大雨，河水滿出來了！,,名詞,,9自然與景觀
9-9,海,hoi^,海,海脣賞沙子,海邊玩沙。,,名詞,,9自然與景觀
9-10,寒天,honˋ teenˇ,冬天,寒天過了即春天啊！,冬天過完就是春天了！,,名詞,,9自然與景觀
9-11,雨,bbu^,雨,落大雨啊，你有隨雨傘無？,下大雨了，你有帶雨傘嗎？,,名詞,,9自然與景觀
9-12,煙,rheenˇ,煙,火燒屋，外頭煙真大,房屋失火，外面煙很大。,,名詞,,9自然與景觀
9-13,雲,bbunˋ,雲,天崠無麼个雲,天空沒什麼雲。,,名詞,,9自然與景觀
9-14,空氣,kungˇ ki^,空氣,莊下空氣真好,鄉下空氣很好。,,名詞,,9自然與景觀
9-15,落大雨,loo tai bbu^,下大雨,外頭落大雨，猶鳴雷公,外面下大雨，還打雷。,,動詞,,9自然與景觀
9-16,泥,niˋ,泥巴,阿妹賞到歸身泥轉，得阿依罵,妹妹玩得全身是泥巴回家，被媽媽罵。,,名詞,,9自然與景觀
9-17,日頭,ngidˊ teuˋ,太陽,日頭恁猛，在屋下尞較贏！,陽光正烈，在家裡休息比較好！,,名詞,,9自然與景觀
9-18,月光,ngiedˋ gongˇ,月亮,今日係舊曆十五，月光又大又圓,今天是農曆十五日，月亮又大又圓。,,名詞,,9自然與景觀
9-19,熱天,ngiedˋ teenˇ,夏天,熱天洗冷水真舒爽,夏天洗冷水澡很舒服。,,名詞,,9自然與景觀
9-20,平洋,piangˋ rhiongˋ,平原,較多人蹛在平洋地區,比較多人住在平原地區。,,名詞,,9自然與景觀
9-21,青山,ciangˇ sanˇ,青山,青山綠水,青山綠水。,,名詞,,9自然與景觀
9-22,秋天,ciuˇ teenˇ,秋天,,,,名詞,,9自然與景觀
9-23,沙子,saˇ zu^,沙子,"沙子走入目珠，真疾！
細子真愛賞沙子","沙子跑進眼睛，很痛！
小孩很愛玩沙。",,名詞,,9自然與景觀
9-24,石油,sha rhiuˋ,石油,阿拉伯出產石油,阿拉伯出產石油,,名詞,,9自然與景觀
9-25,石頭,sha teuˋ,石頭,車得大石頭矺到綿綿,車子被大石頭壓得稀爛。,,名詞,,9自然與景觀
9-26,山,sanˇ,山,日頭落山，好轉啊！,太陽下山，該回去了！,,名詞,,9自然與景觀
9-27,星,senˇ,星星,落屎星,流星。,,名詞,,9自然與景觀
9-28,溼,shibˊ,溼,泥下溼溼,地板溼溼的。,,形容詞,,9自然與景觀
9-29,水,fi^,水,"落雨落無歇，屋下入水啊！
水燸好啊，緊去洗浴！","下雨下不停，房子進水了！
水加熱好了，快去洗澡！",,名詞,,9自然與景觀
9-30,天,teenˇ,天,天地,天地。,,名詞,,9自然與景觀
9-31,虹,kiung/kiungˇ,彩虹,落雨過後，外頭天崠出虹,下雨過後，外面天空出現彩虹。,,名詞,,9自然與景觀
9-32,天氣,teenˇ ki^,天氣,這駁子天氣變化真大,這陣子天氣變化很大。,,名詞,,9自然與景觀
9-33,天崠,teenˇ dung^,天上、天空,鳥飛到天崠,鳥飛到天上。,,副詞,,9自然與景觀
9-34,田,teenˋ,田,"田塍有真多草
阿公留落來个田，這下無人作穡啊！","田邊有很多草
祖父留下來的田，現在沒人耕種了！",,名詞,,9自然與景觀
9-35,土地,tu^ ti  ,土地,遐垤土地係叔公个,那塊土地是叔祖父的。,,名詞,,9自然與景觀
9-36,黃金,bbongˋ gimˇ,黃金,這下黃金真貴,現在黃金很貴。,,名詞,,9自然與景觀
9-37,烏陰,bbuˇ rhimˇ,陰,外頭烏陰天，驚討落雨啊！,外面是陰天，也許要下雨了！,,形容詞,,9自然與景觀
9-38,雪,siedˊ,雪,日本真會落雪,日本很常下雪。,,名詞,,9自然與景觀
9-39,洲,zhiuˇ,水中的陸塊；洲,"沙洲。
浮洲。
亞洲。
歐洲。","沙洲。
浮洲。
亞洲。
歐洲。",,名詞,,9自然與景觀
10-1,代表,toi bioo^,代表,"這代表麼个，你知無？
阿弟代表班上去比賽","這代表什麼，你知道嗎？
弟弟代表班上去比賽。",,動詞,,10法律、政治與軍事
10-2,臺灣,taiˋ bbanˋ,臺灣,臺灣人,臺灣人。,,名詞,,10法律、政治與軍事
10-3,政治,zhin^ chi,政治,政治人物,政治人物。,,名詞,,10法律、政治與軍事
10-4,政府,zhin^ fu^,政府,政府愛尊重民眾,政府要尊重民眾。,,名詞,,10法律、政治與軍事
11-1,巴士（公車）,ba su^ (gungˇ chaˇ),公共汽車,坐巴士,坐巴士。,,名詞,,11通訊、建設與交通
11-2,排列,peˋ liedˋ,排隊,買電影票愛排列,買電影票要排隊。,,動詞,,11通訊、建設與交通
11-3,飛機,buiˇ/fuiˇ giˇ,飛機,坐飛機,坐飛機。,,名詞,,11通訊、建設與交通
11-4,車牌,chaˇ peˋ,站牌；車輛牌照,"公車車牌
車牌打毋見去","公車站牌。
牌照弄不見。",,名詞,,11通訊、建設與交通
11-5,車頭,chaˇ teuˋ,車站,臺北車頭,臺北車站。,,名詞,,11通訊、建設與交通
11-6,車,chaˇ  ,車子,阿哥昨日牽新車,哥哥昨天領新車。,,名詞,,11通訊、建設與交通
11-7,鐵馬,teedˊ maˇ,腳踏車,騎鐵馬愛注意車,騎自行車要注意車子。,,名詞,,11通訊、建設與交通
11-8,住址,chi zhi^,住址,住址留个，正好尋你,留一下住址，才方便找你。,,名詞,,11通訊、建設與交通
11-9,擋子,dong^ zu^,煞車（名詞）,蹬擋子,踩煞車。,,名詞,,11通訊、建設與交通
11-10,飛機場,fuiˇ giˇ chongˋ,機場,臺灣頭大个飛機場在桃園。,臺灣最大的機埸在桃園。,,名詞,,11通訊、建設與交通
11-11,火車,foo^ chaˇ,火車,坐火車去花蓮,坐火車去花蓮。,,名詞,,11通訊、建設與交通
11-12,火車頭（火車站）,foo^ chaˇ teuˋ (foo^ chaˇcam),火車站,火車頭遐位真鬧熱,火車站那裡很熱鬧。,,名詞,,11通訊、建設與交通
11-13,紅泥,fungˋ niˋ,水泥,攪紅泥,攪拌水泥。,,名詞,,11通訊、建設與交通
11-14,計程車,ge^ chinˋ chaˇ,計程車,落大雨，打電話喊計程車好啊！,下大雨，打電話叫計程車好了！,,名詞,,11通訊、建設與交通
11-15,街,geˇ,街,佢蹛在中央二街,他住在中央二街。,,名詞,,11通訊、建設與交通
11-16,高鐵,gooˇ teedˊ,高速鐵路,坐高鐵出差真利便,坐高鐵出差很方便。,,名詞,,11通訊、建設與交通
11-17,廣告,gong^ goo^,廣告,這廣告開毋會少錢哦？,這廣告花了不少錢哦？,,名詞,,11通訊、建設與交通
11-18,公園,gungˇ bbienˋ,公園,老人家在公園內底行棋,老人家在公園裡下棋。,,名詞,,11通訊、建設與交通
11-19,汽車,ki^ chaˇ,汽車,,,,名詞,,11通訊、建設與交通
11-20,巷,hong,巷子,"臺北市有真多巷子
細巷子真暗，你即愛細義","臺北市有很多巷弄。
小巷子很暗，你要小心。",,名詞,,11通訊、建設與交通
11-21,泅水池,siuˋ fi^ chiˋ,游泳池,去泅水池尋教練學泅水,去游泳池找教練學游泳。,,名詞,,11通訊、建設與交通
11-22,區,kiˇ/kiuˇ,區,佢蹛士林區,他住士林區。,,名詞,,11通訊、建設與交通
11-23,騎,kiˋ,騎,"騎車愛注意安全
這鐵馬恁高，等你較大漢正會用騎","騎車要注意安全。
這自行車那麼高，等你比較大時才可以騎。",,動詞,,11通訊、建設與交通
11-24,橋,kiooˋ/kiuˋ,橋,這條橋舊年得大水沖走,這座橋去年被大水沖走。,,名詞,,11通訊、建設與交通
11-25,樓,leuˋ,樓,佢蹛十二樓,他住十二樓。,,名詞,,11通訊、建設與交通
11-26,路,lu,路,中山路,中山路。,,名詞,,11通訊、建設與交通
11-27,捷運,ciabˋ bbin,捷運,坐捷運,坐捷運。,,名詞,,11通訊、建設與交通
11-28,駛,su^,駕駛、開（車）,"阿爸係駛計程車个
你若係愛用車，會用借你駛","爸爸是開計程車的。
你如果要用車，可以借你開。",,動詞,,11通訊、建設與交通
11-29,市,shi,市,臺南市,臺南市。,,名詞,,11通訊、建設與交通
11-30,船,fienˋ,船,高雄港有真多船。,高雄港有很多船。,,名詞,,11通訊、建設與交通
11-31,手機,shiu^ giˇ,手機,直直賞手機，目珠會壞去！,一直玩手機，眼睛會壞掉！,,名詞,,11通訊、建設與交通
11-32,電話,teen bba,電話,有事情即打電話得阿銘,有事情就打電話給阿銘。,,名詞,,11通訊、建設與交通
11-33,電腦,teen nau^,電腦,賞電腦,玩電腦。,,名詞,,11通訊、建設與交通
11-34,電梯,teen toiˇ,電梯,你个物件恁多，坐電梯較省力,你的東西那麼多，坐電梯比較省力。,,名詞,,11通訊、建設與交通
11-35,引擎（奧多拜）,enˊ rhinˋ (o do baiˋ),機車,騎引擎,騎機車。,,名詞,,11通訊、建設與交通
12-1,趁,tan^,賺,經濟無好，趁無食,經濟差，很難賺錢維生。,,動詞,,12職業與經濟
12-2,趁錢,tan^ cienˋ,賺錢,趁錢趁毋罅用,賺錢賺得不夠花。,,動詞,,12職業與經濟
12-3,伸,chin/chinˇ,剩餘,屋下米伸無幾多,家裡米剩沒多少。,,動詞,,12職業與經濟
12-4,店,deem^,店鋪,這間店生理真好,這間店生意很好。,,名詞,,12職業與經濟
